Semester|Upper Intermediate English A EK|2019 Spring|2017AY|FII building 1st floor|FII 123|SCHIEBER Sophie|2nd Year|Monday-1st Period[1 - 1]|Tuesday-2nd Period[2 - 2]|Thursday-1st Period[4 - 1]|Friday-2nd Period[5 - 2]|
Semester|Advanced English 1A EB|2019 Spring|2017AY|FII building 2nd floor|CAI 22|MCGRATH Darby|1st Year|Monday-1st Period[1 - 1]|Tuesday-2nd Period[2 - 2]|Thursday-1st Period[4 - 1]|Friday-2nd Period[5 - 2]|
Semester|Sociology of TourismJA|2019 Spring|2017AY|F building 2nd floor|F201|RYU Min|2nd Year|Monday-1st Period[1 - 1]|
Semester|Accounting IEA|2019 Spring|2017AY|FII building 1st floor|FII 121|PARDO Phillip Dean|1st Year|Monday-1st Period[1 - 1]|
Semester|Production ManagementJA|2019 Spring|2017AY|FII building 2nd floor|FII 220|TAKANASHI Chikako|2nd Year|Monday-1st Period[1 - 1]|
1st Quarter|Introduction to Political ScienceEA|2019 Spring|2017AY|FII building 2nd floor|FII 222|VYAS Utpal|1st Year|Monday-1st Period[1 - 1]|Monday-2nd Period[1 - 2]|
1st Quarter|Geography of the Asia PacificJA|2019 Spring|2017AY|F building 2nd floor|F202|KOYAMA Takushi|1st Year|Monday-1st Period[1 - 1]|Monday-2nd Period[1 - 2]|
1st Quarter|Cultural StudiesEA|2019 Spring|2017AY|F building 1st floor|F104|IGUCHI Yufu|2nd Year|Monday-1st Period[1 - 1]|Monday-2nd Period[1 - 2]|
1st Quarter|Violence and TerrorismJA|2019 Spring|2017AY|F building 1st floor|F101|MATSUBA Shoichi|3rd Year|Monday-1st Period[1 - 1]|Monday-2nd Period[1 - 2]|
1st Quarter|GIS and Remote SensingEA|2019 Spring|2017AY|D building 3rd floor|IPS 4|PISHVA Davar|3rd Year|Monday-1st Period[1 - 1]|Monday-2nd Period[1 - 2]|
1st Quarter|AuditingJA|2019 Spring|2017AY|H building 1st floor|H102|UEHARA Yuko|3rd Year|Monday-1st Period[1 - 1]|Monday-2nd Period[1 - 2]|
1st Quarter|Culture and History of TourismEA|2019 Spring|2017AY|F building 1st floor|F105|HASAN Eid-Ul|2nd Year|Monday-1st Period[1 - 1]|Monday-2nd Period[1 - 2]|
1st Quarter|Peace StudiesEA|2019 Spring|2017AY|F building 2nd floor|F210|HEO Seunghoon Emilia|2nd Year|Monday-1st Period[1 - 1]|Monday-2nd Period[1 - 2]|
2nd Quarter|Database SystemsEA|2019 Spring|2017AY|T.B.A.|T.B.A.|KHAN Muhammad T.|3rd Year|Monday-1st Period[1 - 1]|Monday-2nd Period[1 - 2]|
2nd Quarter|Japanese GeographyJA|2019 Spring|2017AY|T.B.A.|T.B.A.|KOYAMA Takushi|1st Year|Monday-1st Period[1 - 1]|Monday-2nd Period[1 - 2]|
2nd Quarter|Social StratificationJA|2019 Spring|2017AY|T.B.A.|T.B.A.|YAMAGUCHI Yasuhumi|2nd Year|Monday-1st Period[1 - 1]|Monday-2nd Period[1 - 2]|
2nd Quarter|Globalization and LawJA|2019 Spring|2017AY|T.B.A.|T.B.A.|MATSUBA Shoichi|3rd Year|Monday-1st Period[1 - 1]|Monday-2nd Period[1 - 2]|
2nd Quarter|GIS and Remote SensingJA|2019 Spring|2017AY|T.B.A.|T.B.A.|PISHVA Davar|3rd Year|Monday-1st Period[1 - 1]|Monday-2nd Period[1 - 2]|
2nd Quarter|Advanced AccountingEA|2019 Spring|2017AY|T.B.A.|T.B.A.|TOMARU Keikichi|3rd Year|Monday-1st Period[1 - 1]|Monday-2nd Period[1 - 2]|
2nd Quarter|Investment and Securities AnalysisJA|2019 Spring|2017AY|T.B.A.|T.B.A.|OTAKE Toshitsugu|3rd Year|Monday-1st Period[1 - 1]|Monday-2nd Period[1 - 2]|
2nd Quarter|History of International PoliticsEA|2019 Spring|2017AY|T.B.A.|T.B.A.|VYAS Utpal|2nd Year|Monday-1st Period[1 - 1]|Monday-2nd Period[1 - 2]|
2nd Quarter|Culture and History of TourismJA|2019 Spring|2017AY|T.B.A.|T.B.A.|TODOROKI Hiroshi|2nd Year|Monday-1st Period[1 - 1]|Monday-2nd Period[1 - 2]|
2nd Quarter|Agri-heritage and TourismJA|2019 Spring|2017AY|T.B.A.|T.B.A.|HAYASHI Hiroaki|3rd Year|Monday-1st Period[1 - 1]|Monday-2nd Period[1 - 2]|
2nd Quarter|Preliminary Seminar for Environment and DevelopmentEA|2019 Spring|2017AY|T.B.A.|T.B.A.|YAMASHITA Hiromi|2nd Year|Monday-1st Period[1 - 1]|Monday-2nd Period[1 - 2]|
Semester|Japanese Foundation Course I AA|2019 Spring|2017AY|D building 1st floor|D101|YOSHIMURA Eri|1st Year|Monday-2nd Period[1 - 2]|Tuesday-2nd Period[2 - 2]|Thursday-2nd Period[4 - 2]|Friday-2nd Period[5 - 2]|
Semester|Japanese Foundation Course I AB|2019 Spring|2017AY|D building 1st floor|D102|SHIBUYA Masae|1st Year|Monday-2nd Period[1 - 2]|Tuesday-2nd Period[2 - 2]|Thursday-2nd Period[4 - 2]|Friday-2nd Period[5 - 2]|
Semester|Japanese Foundation Course I AC|2019 Spring|2017AY|D building 1st floor|D103|HARA Shintaro|1st Year|Monday-2nd Period[1 - 2]|Tuesday-2nd Period[2 - 2]|Thursday-2nd Period[4 - 2]|Friday-2nd Period[5 - 2]|
Semester|Japanese Foundation Course I AD|2019 Spring|2017AY|D building 1st floor|D104|MASUDA HIROTSUGU|1st Year|Monday-2nd Period[1 - 2]|Tuesday-2nd Period[2 - 2]|Thursday-2nd Period[4 - 2]|Friday-2nd Period[5 - 2]|
Semester|Japanese Foundation Course I AE|2019 Spring|2017AY|D building 1st floor|D105|TOYODA Miyuki|1st Year|Monday-2nd Period[1 - 2]|Tuesday-2nd Period[2 - 2]|Thursday-2nd Period[4 - 2]|Friday-2nd Period[5 - 2]|
Semester|Japanese Foundation Course I AF|2019 Spring|2017AY|D building 1st floor|D106|KELLY Keiko|1st Year|Monday-2nd Period[1 - 2]|Tuesday-2nd Period[2 - 2]|Thursday-2nd Period[4 - 2]|Friday-2nd Period[5 - 2]|
Semester|Japanese Foundation Course I AG|2019 Spring|2017AY|D building 1st floor|D107|KURODA Hiromi|1st Year|Monday-2nd Period[1 - 2]|Tuesday-2nd Period[2 - 2]|Thursday-2nd Period[4 - 2]|Friday-2nd Period[5 - 2]|
Semester|Japanese Foundation Course I AH|2019 Spring|2017AY|D building 1st floor|D108|IKI Kazumasa|1st Year|Monday-2nd Period[1 - 2]|Tuesday-2nd Period[2 - 2]|Thursday-2nd Period[4 - 2]|Friday-2nd Period[5 - 2]|
Semester|Pre-Advanced Japanese AA|2019 Spring|2017AY|D building 2nd floor|D205|ITABASHI Tamiko|2nd Year|Monday-2nd Period[1 - 2]|Tuesday-2nd Period[2 - 2]|Thursday-2nd Period[4 - 2]|Friday-2nd Period[5 - 2]|
Semester|Pre-Advanced Japanese AB|2019 Spring|2017AY|D building 2nd floor|D213|ITO Toshinari|2nd Year|Monday-2nd Period[1 - 2]|Tuesday-2nd Period[2 - 2]|Thursday-2nd Period[4 - 2]|Friday-2nd Period[5 - 2]|
Semester|Pre-Advanced Japanese AC|2019 Spring|2017AY|D building 2nd floor|D208|TOYOTA Maki|2nd Year|Monday-2nd Period[1 - 2]|Tuesday-2nd Period[2 - 2]|Thursday-2nd Period[4 - 2]|Friday-2nd Period[5 - 2]|
Semester|Pre-Advanced Japanese AD|2019 Spring|2017AY|D building 2nd floor|D204|KANETAKE Masami|2nd Year|Monday-2nd Period[1 - 2]|Tuesday-2nd Period[2 - 2]|Thursday-2nd Period[4 - 2]|Friday-2nd Period[5 - 2]|
Semester|Pre-Advanced Japanese AE|2019 Spring|2017AY|D building 2nd floor|D201|OHARA Tetsushi|2nd Year|Monday-2nd Period[1 - 2]|Tuesday-2nd Period[2 - 2]|Thursday-2nd Period[4 - 2]|Friday-2nd Period[5 - 2]|
Semester|Advanced Japanese AA|2019 Spring|2017AY|D building 2nd floor|D214|KIRISAWA Erina|2nd Year|Monday-2nd Period[1 - 2]|Tuesday-2nd Period[2 - 2]|Thursday-2nd Period[4 - 2]|Friday-2nd Period[5 - 2]|
Semester|Advanced Japanese AB|2019 Spring|2017AY|D building 2nd floor|D202|TAKAO Mariko|2nd Year|Monday-2nd Period[1 - 2]|Tuesday-2nd Period[2 - 2]|Thursday-2nd Period[4 - 2]|Friday-2nd Period[5 - 2]|
Semester|Advanced Japanese AC|2019 Spring|2017AY|D building 2nd floor|D206|HANAMURA Hiroshi|2nd Year|Monday-2nd Period[1 - 2]|Tuesday-2nd Period[2 - 2]|Thursday-2nd Period[4 - 2]|Friday-2nd Period[5 - 2]|
Semester|Advanced Japanese AD|2019 Spring|2017AY|D building 2nd floor|D203|YAMADO Kenji|2nd Year|Monday-2nd Period[1 - 2]|Tuesday-2nd Period[2 - 2]|Thursday-2nd Period[4 - 2]|Friday-2nd Period[5 - 2]|
Semester|Advanced Japanese AE|2019 Spring|2017AY|D building 2nd floor|D207|KUMAI Shozo|2nd Year|Monday-2nd Period[1 - 2]|Tuesday-2nd Period[2 - 2]|Thursday-2nd Period[4 - 2]|Friday-2nd Period[5 - 2]|
Semester|Chinese I OA|2019 Spring|2017AY|FII building 3rd floor|FII 322|HUNG Yu Ting|1st Year|Monday-2nd Period[1 - 2]|Tuesday-4th Period[2 - 4]|Thursday-2nd Period[4 - 2]|Friday-4th Period[5 - 4]|
Semester|Chinese I OE|2019 Spring|2017AY|FII building 3rd floor|FII 320|ZHANG Wenqing|1st Year|Monday-2nd Period[1 - 2]|Friday-2nd Period[5 - 2]|
Semester|Chinese II OB|2019 Spring|2017AY|FII building 3rd floor|FII 324|LUO Hua|2nd Year|Monday-2nd Period[1 - 2]|Friday-5th Period[5 - 5]|
Semester|Korean I OB|2019 Spring|2017AY|FII building 3rd floor|FII 331|LEE Soyeong|1st Year|Monday-2nd Period[1 - 2]|Tuesday-3rd Period[2 - 3]|Thursday-2nd Period[4 - 2]|Friday-3rd Period[5 - 3]|
Semester|Korean I OH|2019 Spring|2017AY|FII building 3rd floor|FII 327|LEE Mihee|1st Year|Monday-2nd Period[1 - 2]|Tuesday-4th Period[2 - 4]|Thursday-2nd Period[4 - 2]|Friday-4th Period[5 - 4]|
Semester|Korean II OC|2019 Spring|2017AY|FII building 3rd floor|FII 329|CHOI Boyun|2nd Year|Monday-2nd Period[1 - 2]|Tuesday-3rd Period[2 - 3]|Thursday-2nd Period[4 - 2]|Friday-3rd Period[5 - 3]|
Semester|Malay/Indonesian I OA|2019 Spring|2017AY|FII building 2nd floor|FII 226|HESARIANTI Alamanda|1st Year|Monday-2nd Period[1 - 2]|Tuesday-4th Period[2 - 4]|Thursday-2nd Period[4 - 2]|Friday-4th Period[5 - 4]|
Semester|Malay/Indonesian II OA|2019 Spring|2017AY|FII building 2nd floor|FII 225|SRI Budi Lestari|2nd Year|Monday-2nd Period[1 - 2]|Tuesday-3rd Period[2 - 3]|Thursday-2nd Period[4 - 2]|Friday-3rd Period[5 - 3]|
Semester|Elementary English A EE|2019 Spring|2017AY|F building 2nd floor|F214|PATTISON Steven C.|1st Year|Monday-2nd Period[1 - 2]|Tuesday-3rd Period[2 - 3]|Thursday-2nd Period[4 - 2]|Friday-3rd Period[5 - 3]|
Semester|Elementary English A EF|2019 Spring|2017AY|D building 3rd floor|D305|LARKING Malcolm|1st Year|Monday-2nd Period[1 - 2]|Tuesday-3rd Period[2 - 3]|Thursday-2nd Period[4 - 2]|Friday-3rd Period[5 - 3]|
Semester|Elementary English A EG|2019 Spring|2017AY|D building 3rd floor|D304|DIAZ Anthony|1st Year|Monday-2nd Period[1 - 2]|Tuesday-3rd Period[2 - 3]|Thursday-2nd Period[4 - 2]|Friday-3rd Period[5 - 3]|
Semester|Elementary English A EH|2019 Spring|2017AY|F building 3rd floor|F303|HENDRICKS Sara Ann|1st Year|Monday-2nd Period[1 - 2]|Tuesday-3rd Period[2 - 3]|Thursday-2nd Period[4 - 2]|Friday-3rd Period[5 - 3]|
Semester|Elementary English A EI|2019 Spring|2017AY|F building 2nd floor|F213|HENDRICKS Jonathan|1st Year|Monday-2nd Period[1 - 2]|Tuesday-3rd Period[2 - 3]|Thursday-2nd Period[4 - 2]|Friday-3rd Period[5 - 3]|
Semester|Elementary English A EJ|2019 Spring|2017AY|F building 3rd floor|F304|MANABE Shoichi|1st Year|Monday-2nd Period[1 - 2]|Tuesday-3rd Period[2 - 3]|Thursday-2nd Period[4 - 2]|Friday-3rd Period[5 - 3]|
Semester|Elementary English B EA|2019 Spring|2017AY|D building 3rd floor|CAI 4|HIKITA Toshio|1st Year|Monday-2nd Period[1 - 2]|Thursday-2nd Period[4 - 2]|
Semester|Elementary English B EZ|2019 Spring|2017AY|D building 3rd floor|CAI 5|KOBAYASHI Keiko|1st Year|Monday-2nd Period[1 - 2]|Thursday-2nd Period[4 - 2]|
Semester|Pre-Intermediate English B EA|2019 Spring|2017AY|FII building 2nd floor|CAI 21|ISAYAMA Keiko|1st Year|Monday-2nd Period[1 - 2]|Thursday-2nd Period[4 - 2]|
Semester|Pre-Intermediate English B EB|2019 Spring|2017AY|D building 3rd floor|CAI 8|TANG Kevin|1st Year|Monday-2nd Period[1 - 2]|Thursday-2nd Period[4 - 2]|
Semester|Pre-Intermediate English B EC|2019 Spring|2017AY|D building 3rd floor|CAI 10|SEVIGNY Paul|1st Year|Monday-2nd Period[1 - 2]|Thursday-2nd Period[4 - 2]|
Semester|Pre-Intermediate English B ED|2019 Spring|2017AY|D building 3rd floor|CAI 11|JOHNSTON Patrick J|1st Year|Monday-2nd Period[1 - 2]|Thursday-2nd Period[4 - 2]|
Semester|Pre-Intermediate English B EE|2019 Spring|2017AY|FII building 2nd floor|CAI 26|TILEY William|1st Year|Monday-2nd Period[1 - 2]|Thursday-2nd Period[4 - 2]|
Semester|Pre-Intermediate English B EF|2019 Spring|2017AY|D building 3rd floor|CAI 2|BENSON Hanako|1st Year|Monday-2nd Period[1 - 2]|Thursday-2nd Period[4 - 2]|
Semester|Pre-Intermediate English B EG|2019 Spring|2017AY|FII building 2nd floor|CAI 23|BANKOLE Abidemi Titi|1st Year|Monday-2nd Period[1 - 2]|Thursday-2nd Period[4 - 2]|
Semester|Pre-Intermediate English B EH|2019 Spring|2017AY|FII building 2nd floor|CAI 24|SAUNDERS Misato|1st Year|Monday-2nd Period[1 - 2]|Thursday-2nd Period[4 - 2]|
Semester|Upper Intermediate English A EL|2019 Spring|2017AY|FII building 2nd floor|FII 224|HERRERA Girlie Ann R.|2nd Year|Monday-2nd Period[1 - 2]|Tuesday-5th Period[2 - 5]|Thursday-2nd Period[4 - 2]|Friday-5th Period[5 - 5]|
Semester|Upper Intermediate English A EM|2019 Spring|2017AY|FII building 1st floor|FII 123|SCHIEBER Sophie|2nd Year|Monday-2nd Period[1 - 2]|Tuesday-5th Period[2 - 5]|Thursday-2nd Period[4 - 2]|Friday-5th Period[5 - 5]|
Semester|Upper Intermediate English A EN|2019 Spring|2017AY|FII building 3rd floor|FII 326|DOWNS Christian|2nd Year|Monday-2nd Period[1 - 2]|Tuesday-5th Period[2 - 5]|Thursday-2nd Period[4 - 2]|Friday-5th Period[5 - 5]|
Semester|Upper Intermediate English A EO|2019 Spring|2017AY|FII building 3rd floor|FII 325|OLDING Aaron Lee|2nd Year|Monday-2nd Period[1 - 2]|Tuesday-5th Period[2 - 5]|Thursday-2nd Period[4 - 2]|Friday-5th Period[5 - 5]|
Semester|Upper Intermediate English A EP|2019 Spring|2017AY|F building 2nd floor|F205|KERR Joshua  Earl|2nd Year|Monday-2nd Period[1 - 2]|Tuesday-5th Period[2 - 5]|Thursday-2nd Period[4 - 2]|Friday-5th Period[5 - 5]|
Semester|Upper Intermediate English A EZ|2019 Spring|2017AY|F building 2nd floor|F211|RENTLER Benjamin Robert|2nd Year|Monday-2nd Period[1 - 2]|Tuesday-5th Period[2 - 5]|Thursday-2nd Period[4 - 2]|Friday-5th Period[5 - 5]|
Semester|Japanese Project E 01|2019 Spring|2017AY|F building 2nd floor|F209|HONDA Akiko|2nd Year|Monday-2nd Period[1 - 2]|Thursday-2nd Period[4 - 2]|
Semester|Career Japanese 01|2019 Spring|2017AY|D building 2nd floor|D209|ISHIMURA Fumie|3rd Year|Monday-2nd Period[1 - 2]|Tuesday-2nd Period[2 - 2]|Thursday-2nd Period[4 - 2]|Friday-2nd Period[5 - 2]|
Semester|Accounting IEB|2019 Spring|2017AY|FII building 1st floor|FII 121|PARDO Phillip Dean|1st Year|Monday-2nd Period[1 - 2]|
Semester|Production ManagementJB|2019 Spring|2017AY|FII building 2nd floor|FII 220|TAKANASHI Chikako|2nd Year|Monday-2nd Period[1 - 2]|
Semester|Major Seminar I  68|2019 Spring|2017AY|B building 3rd floor|SPR 3|YAMAGATA Tatsufumi|3rd Year|Monday-2nd Period[1 - 2]|
Semester|Major Seminar I  69|2019 Spring|2017AY|B building 5th floor|SPR 7|GOMEZ Oscar A.|3rd Year|Monday-2nd Period[1 - 2]|
Semester|Japanese Intermediate Course BA|2019 Spring|2017AY|D building 3rd floor|D302|WATANABE Wakana|1st Year|Monday-3rd Period[1 - 3]|Tuesday-1st Period[2 - 1]|Thursday-3rd Period[4 - 3]|Friday-1st Period[5 - 1]|
Semester|Japanese Intermediate Course BB|2019 Spring|2017AY|D building 3rd floor|D303|ITAI Yoshie|1st Year|Monday-3rd Period[1 - 3]|Tuesday-1st Period[2 - 1]|Thursday-3rd Period[4 - 3]|Friday-1st Period[5 - 1]|
Semester|Japanese Intermediate Course BC|2019 Spring|2017AY|D building 2nd floor|D201|MAEDA Kyoko|1st Year|Monday-3rd Period[1 - 3]|Tuesday-1st Period[2 - 1]|Thursday-3rd Period[4 - 3]|Friday-1st Period[5 - 1]|
Semester|Japanese Intermediate Course BD|2019 Spring|2017AY|D building 2nd floor|D214|TERAMOTO Mayuko|1st Year|Monday-3rd Period[1 - 3]|Tuesday-1st Period[2 - 1]|Thursday-3rd Period[4 - 3]|Friday-1st Period[5 - 1]|
Semester|Japanese Intermediate Course BE|2019 Spring|2017AY|D building 1st floor|D101|UCHIDA Risa|1st Year|Monday-3rd Period[1 - 3]|Tuesday-1st Period[2 - 1]|Thursday-3rd Period[4 - 3]|Friday-1st Period[5 - 1]|
Semester|Japanese Intermediate Course BF|2019 Spring|2017AY|D building 2nd floor|D213|TAKADA Ryo|1st Year|Monday-3rd Period[1 - 3]|Tuesday-1st Period[2 - 1]|Thursday-3rd Period[4 - 3]|Friday-1st Period[5 - 1]|
